trip_id,date,time,transport_type,route_id,origin_station,destination_station,scheduled_departure,scheduled_arrival,actual_departure_delay_min,actual_arrival_delay_min,weather_condition,temperature_C,humidity_percent,wind_speed_kmh,precipitation_mm,event_type,event_attendance_est,traffic_congestion_index,holiday,peak_hour,weekday,season,delayed
T00142,2023-01-06,17:42:41,Bus,Route_6,Station_27,Station_2,08:01:21,08:05:21,5.4,23.1,Clear,8.4,65.2,73.4,0.4,Protest,42210,75,0,1,1,Winter,1
T00143,2023-01-06,17:23:28,Tram,Route_9,Station_28,Station_45,05:53:43,05:53:17,3.9,24.8,Fog,8.4,97.6,69.7,1.0,Festival,7522,54,0,1,2,Summer,1
T00144,2023-01-06,11:57:33,Tram,Route_7,Station_46,Station_45,08:54:57,09:44:21,1.5,-3.0,Snow,-2.6,33.8,19.8,22.1,Parade,25017,26,0,0,6,Winter,0
T00145,2023-01-07,09:28:07,Train,Route_5,Station_22,Station_47,17:20:57,17:08:57,7.0,22.0,Clear,35.3,80.5,56.1,0.7,Festival,22585,98,0,1,5,Autumn,1
T00146,2023-01-07,22:15:14,Train,Route_10,Station_16,Station_9,20:45:10,20:24:03,12.4,47.8,Rain,32.8,87.1,27.1,21.0,Concert,7740,90,0,0,2,Winter,1
T00147,2023-01-07,19:04:21,Bus,Route_19,Station_19,Station_43,10:57:37,10:58:59,14.1,18.7,Rain,36.8,96.7,15.1,31.6,None,0,16,0,1,5,Winter,1
T00148,2023-01-07,04:01:37,Bus,Route_11,Station_41,Station_32,18:46:23,18:28:20,-0.2,-2.1,Cloudy,28.5,32.6,36.9,1.4,Sports,33075,62,0,0,6,Winter,0
T00149,2023-01-07,06:35:14,Train,Route_12,Station_27,Station_8,09:33:00,10:27:36,-1.2,-1.6,Clear,29.2,62.9,38.5,1.5,None,0,74,0,0,1,Winter,0
T00150,2023-01-07,05:37:14,Bus,Route_20,Station_9,Station_29,15:42:25,16:44:38,15.3,35.6,Storm,30.4,52.2,51.7,6.9,Festival,37483,90,0,0,0,Spring,1
T00151,2023-01-07,11:00:04,Train,Route_13,Station_35,Station_24,21:26:53,21:39:04,0.4,3.0,Cloudy,25.4,68.5,25.7,0.3,Concert,5745,13,0,0,1,Summer,0
T00152,2023-01-07,15:45:40,Tram,Route_5,Station_38,Station_32,05:42:42,05:12:35,1.8,35.8,Cloudy,2.9,26.4,6.4,1.3,Festival,46259,33,0,0,5,Autumn,1
T00153,2023-01-07,05:03:14,Train,Route_8,Station_13,Station_5,09:03:04,09:14:07,14.9,29.7,Snow,3.0,57.9,23.2,10.0,Festival,29856,73,0,0,0,Autumn,1
T00154,2023-01-07,01:04:57,Tram,Route_10,Station_28,Station_29,07:12:52,07:01:00,8.8,28.9,Snow,17.5,22.3,65.5,12.6,None,0,26,0,0,1,Winter,1
T00155,2023-01-07,09:02:55,Tram,Route_10,Station_29,Station_34,12:48:32,12:45:53,3.3,42.7,Rain,26.1,44.8,69.1,20.8,Parade,26449,25,0,1,6,Spring,1
T00156,2023-01-07,12:21:04,Metro,Route_3,Station_9,Station_36,15:09:46,15:25:50,12.2,18.7,Snow,-3.7,85.7,5.6,22.0,Sports,19275,11,0,0,1,Autumn,1
T00157,2023-01-07,16:32:15,Bus,Route_3,Station_1,Station_39,17:17:05,17:18:15,4.6,48.1,Clear,19.6,57.4,16.2,0.6,Festival,21651,92,0,0,3,Winter,1
T00158,2023-01-07,02:17:42,Metro,Route_7,Station_36,Station_32,20:11:28,21:13:43,4.3,48.4,Rain,34.9,88.1,4.8,18.1,None,0,60,1,0,6,Summer,1
T00159,2023-01-07,16:31:13,Metro,Route_19,Station_31,Station_36,07:02:17,08:09:11,-1.9,2.3,Cloudy,0.7,24.7,40.0,1.4,Concert,11086,57,0,0,5,Spring,0
T00160,2023-01-07,03:34:08,Train,Route_15,Station_36,Station_5,16:38:12,17:49:48,4.6,37.5,Snow,9.1,76.0,13.8,7.4,Sports,30668,17,0,0,2,Winter,1
T00161,2023-01-07,07:46:59,Train,Route_17,Station_19,Station_40,19:44:32,20:27:40,-0.9,1.4,Cloudy,39.4,24.8,62.3,0.7,Parade,6430,49,0,1,1,Winter,0
T00162,2023-01-07,12:56:36,Metro,Route_4,Station_26,Station_19,13:26:11,13:46:49,4.9,30.7,Clear,9.8,32.4,65.8,1.3,Protest,24609,65,1,0,4,Spring,1
T00163,2023-01-07,02:36:30,Tram,Route_9,Station_50,Station_28,16:40:47,16:09:58,8.6,29.4,Cloudy,-3.7,84.3,39.8,0.9,Parade,41913,93,0,0,2,Winter,1
T00164,2023-01-07,13:15:50,Tram,Route_12,Station_12,Station_28,21:53:53,22:08:31,9.0,28.0,Rain,25.8,21.6,37.2,26.6,None,0,49,0,0,5,Winter,1
T00165,2023-01-07,00:30:51,Tram,Route_9,Station_33,Station_49,21:00:19,21:28:29,1.6,2.4,Fog,39.2,50.4,42.9,0.1,Festival,16185,19,0,0,4,Summer,0
T00166,2023-01-07,05:26:12,Train,Route_9,Station_7,Station_17,05:17:35,06:29:13,15.2,23.5,Rain,5.4,94.9,19.2,32.1,Festival,29210,97,0,0,2,Autumn,1
T00167,2023-01-07,13:06:06,Tram,Route_8,Station_4,Station_20,15:22:07,16:13:04,0.4,0.1,Clear,4.7,32.4,55.4,0.1,None,0,13,0,0,2,Summer,0
T00168,2023-01-07,06:42:27,Bus,Route_2,Station_48,Station_39,07:21:29,07:26:56,-1.5,-2.2,Clear,14.4,95.8,54.1,1.2,None,0,26,0,0,0,Summer,0
T00169,2023-01-08,10:22:27,Tram,Route_18,Station_7,Station_32,05:36:53,05:46:32,4.7,34.6,Fog,19.1,35.7,11.4,0.2,Festival,12011,94,0,0,4,Winter,1
T00170,2023-01-08,06:26:29,Bus,Route_19,Station_33,Station_16,09:44:05,09:44:02,9.1,21.0,Cloudy,31.7,41.6,24.6,1.3,None,0,50,0,0,6,Spring,1
T00171,2023-01-08,12:55:46,Bus,Route_2,Station_26,Station_18,08:36:59,09:25:25,12.4,15.3,Rain,39.7,71.0,38.2,17.9,Sports,47482,13,0,0,6,Summer,1
T00172,2023-01-08,03:03:43,Bus,Route_9,Station_41,Station_42,05:29:05,05:59:19,4.1,23.4,Storm,31.6,20.5,72.9,25.0,Festival,20180,97,0,0,4,Winter,1
T00173,2023-01-08,03:41:41,Train,Route_11,Station_28,Station_42,13:07:58,13:46:30,11.1,33.4,Rain,8.1,76.7,13.0,10.7,Protest,12642,19,0,0,5,Summer,1
T00174,2023-01-08,23:06:03,Metro,Route_16,Station_35,Station_8,13:05:11,13:01:59,3.6,45.2,Cloudy,30.4,92.3,5.8,0.2,Concert,808,86,0,0,6,Winter,1
T00175,2023-01-08,07:25:46,Metro,Route_20,Station_45,Station_20,13:46:05,14:51:28,15.3,32.2,Fog,23.4,48.5,10.6,0.3,Festival,23498,90,0,1,1,Spring,1
T00176,2023-01-08,16:21:51,Tram,Route_9,Station_42,Station_39,12:11:20,12:00:13,4.0,30.0,Storm,17.1,68.4,18.8,9.1,Protest,41074,35,0,0,5,Summer,1
T00177,2023-01-08,00:55:06,Metro,Route_15,Station_37,Station_6,15:37:40,15:35:23,8.6,41.1,Rain,23.6,48.6,48.8,32.5,None,0,99,0,0,0,Autumn,1
T00178,2023-01-08,02:15:12,Bus,Route_19,Station_9,Station_10,07:01:49,08:03:15,4.6,32.8,Snow,14.8,75.4,2.5,32.1,Festival,36549,95,1,0,5,Winter,1
T00179,2023-01-08,18:12:34,Train,Route_17,Station_9,Station_8,08:10:50,08:24:51,15.0,34.3,Cloudy,23.4,62.2,2.7,0.2,Festival,9593,87,0,1,1,Summer,1
T00180,2023-01-08,08:28:08,Metro,Route_6,Station_25,Station_27,06:00:13,06:02:21,11.1,33.5,Rain,28.2,60.2,71.1,10.4,Protest,44641,84,0,1,4,Summer,1
T00181,2023-01-08,07:27:11,Train,Route_17,Station_33,Station_23,10:40:23,11:39:20,7.0,24.3,Clear,-4.4,24.2,9.5,1.2,Concert,17520,95,0,1,0,Winter,1
T00182,2023-01-08,04:17:29,Bus,Route_9,Station_34,Station_17,06:29:05,07:10:39,5.2,28.1,Rain,22.7,72.9,26.2,27.3,None,0,14,0,0,0,Summer,1
T00183,2023-01-08,06:15:55,Tram,Route_1,Station_40,Station_7,16:56:46,16:32:50,4.6,29.4,Snow,1.9,60.5,28.8,13.1,None,0,42,0,0,4,Winter,1
T00184,2023-01-08,05:59:04,Metro,Route_16,Station_6,Station_32,13:15:19,14:19:08,13.7,41.2,Storm,10.1,45.7,63.6,23.9,Concert,27972,20,0,0,6,Summer,1
T00185,2023-01-08,19:28:51,Tram,Route_17,Station_9,Station_41,14:53:43,15:40:18,2.9,19.2,Clear,15.0,58.4,73.0,1.2,None,0,28,0,1,0,Winter,1
T00186,2023-01-08,22:55:54,Tram,Route_7,Station_8,Station_11,17:41:57,17:05:46,5.0,42.8,Snow,38.8,46.4,61.7,22.3,None,0,81,0,0,5,Winter,1
T00187,2023-01-08,00:35:06,Bus,Route_10,Station_28,Station_34,09:55:12,10:52:02,10.6,18.1,Clear,9.7,41.7,40.1,0.0,Sports,13381,17,0,0,5,Winter,1
T00188,2023-01-08,03:03:41,Tram,Route_8,Station_32,Station_40,07:47:48,07:40:30,13.4,35.0,Cloudy,31.9,29.7,43.3,1.2,Festival,19642,89,0,0,5,Spring,1
T00189,2023-01-08,15:34:53,Bus,Route_3,Station_6,Station_28,11:47:08,11:50:45,6.5,41.9,Rain,10.2,37.6,35.1,13.0,None,0,89,0,0,1,Winter,1
T00190,2023-01-08,21:00:05,Tram,Route_20,Station_44,Station_29,18:19:03,19:19:46,1.1,0.5,Cloudy,5.3,30.4,78.4,0.0,Concert,16535,91,0,0,6,Spring,0
T00191,2023-01-08,07:59:48,Metro,Route_1,Station_16,Station_9,07:24:45,08:03:08,11.6,28.6,Cloudy,14.5,20.8,76.9,1.2,Sports,4547,97,0,1,4,Autumn,1
T00192,2023-01-08,20:54:15,Metro,Route_12,Station_34,Station_48,08:18:11,08:57:31,12.0,38.7,Rain,-1.0,79.0,60.9,14.5,None,0,72,0,0,1,Autumn,1
T00193,2023-01-09,00:10:26,Metro,Route_1,Station_38,Station_48,22:17:08,22:17:01,9.6,25.4,Rain,31.9,27.6,70.5,5.7,Festival,8865,90,0,0,6,Autumn,1
T00194,2023-01-09,17:31:30,Tram,Route_14,Station_2,Station_36,15:36:20,15:43:41,3.3,22.6,Fog,17.4,51.6,44.4,1.3,Concert,11615,63,0,1,1,Spring,1
T00195,2023-01-09,22:13:55,Train,Route_19,Station_44,Station_46,20:26:14,20:55:27,9.5,32.0,Fog,25.9,71.8,45.0,1.3,None,0,84,0,0,3,Winter,1
T00196,2023-01-09,11:25:57,Bus,Route_13,Station_49,Station_31,10:53:12,10:30:50,5.2,38.1,Rain,30.9,76.6,59.6,20.6,Festival,8430,65,0,0,1,Spring,1
T00197,2023-01-09,14:03:10,Tram,Route_13,Station_48,Station_34,17:17:56,17:48:23,-1.2,1.4,Cloudy,13.4,26.1,28.1,0.4,None,0,54,0,0,2,Winter,0
T00198,2023-01-09,06:24:00,Bus,Route_17,Station_7,Station_42,07:12:11,07:32:10,13.9,44.7,Clear,15.3,90.5,52.9,0.7,None,0,43,0,0,4,Winter,1
T00199,2023-01-09,18:24:16,Tram,Route_20,Station_20,Station_2,21:18:16,22:27:29,7.5,43.4,Fog,6.4,27.2,33.8,0.6,None,0,35,0,1,6,Spring,1
T00200,2023-01-09,19:59:50,Train,Route_18,Station_12,Station_11,18:44:28,19:26:08,4.0,29.9,Rain,27.1,61.1,73.7,5.7,Festival,3879,99,0,1,3,Summer,1
T00201,2023-01-09,19:50:29,Tram,Route_5,Station_23,Station_11,22:16:05,23:23:36,0.2,-2.4,Clear,32.5,85.8,28.5,1.0,Parade,6624,23,0,1,4,Autumn,0
T00202,2023-01-09,20:18:27,Train,Route_12,Station_49,Station_32,13:31:22,13:59:00,2.9,20.8,Clear,20.8,56.6,50.9,0.7,Protest,21895,76,0,0,0,Summer,1
T00203,2023-01-09,01:44:46,Tram,Route_17,Station_39,Station_13,06:37:23,06:53:59,16.7,24.4,Storm,-3.3,100.0,1.6,15.4,None,0,81,0,0,1,Spring,1
T00204,2023-01-09,12:50:35,Metro,Route_6,Station_39,Station_20,13:22:49,13:27:53,-1.7,3.1,Snow,27.0,76.5,46.6,8.7,None,0,32,0,0,4,Summer,0
T00205,2023-01-09,12:42:45,Tram,Route_14,Station_22,Station_25,11:41:33,11:10:00,3.8,18.3,Rain,25.0,47.1,62.0,21.6,Protest,17113,53,0,0,0,Autumn,1
T00206,2023-01-09,01:31:09,Tram,Route_1,Station_47,Station_38,13:28:53,13:53:02,15.0,26.5,Rain,10.4,26.1,66.6,28.8,Concert,17497,85,0,0,2,Summer,1
T00207,2023-01-09,19:12:18,Train,Route_18,Station_47,Station_26,19:40:43,20:15:45,4.6,18.3,Storm,13.4,86.0,70.2,21.8,None,0,24,0,1,0,Autumn,1
T00208,2023-01-09,04:13:03,Train,Route_13,Station_41,Station_2,09:53:10,09:25:12,0.5,1.7,Fog,17.3,89.6,40.4,0.9,Parade,16006,35,0,0,3,Autumn,0
T00209,2023-01-09,10:37:47,Tram,Route_15,Station_41,Station_35,14:02:53,14:51:32,4.4,46.0,Clear,30.6,70.5,46.9,1.3,None,0,98,0,0,1,Summer,1
T00210,2023-01-09,01:34:03,Train,Route_17,Station_33,Station_22,11:37:24,12:42:22,15.6,37.9,Rain,25.6,46.5,25.4,15.7,None,0,95,1,0,1,Autumn,1
T00211,2023-01-09,18:47:20,Tram,Route_5,Station_5,Station_6,18:09:34,18:40:54,4.3,39.5,Storm,18.3,65.3,76.3,16.4,Sports,20806,98,0,1,3,Spring,1
T00212,2023-01-09,04:03:03,Metro,Route_10,Station_15,Station_33,15:36:13,15:50:51,13.6,49.1,Rain,31.2,20.2,50.6,14.6,None,0,69,1,0,1,Spring,1
T00213,2023-01-09,12:37:30,Train,Route_18,Station_39,Station_14,17:44:27,17:25:56,0.2,-1.8,Clear,33.7,53.4,20.5,1.3,None,0,82,0,0,5,Winter,0
T00214,2023-01-09,12:32:58,Tram,Route_4,Station_17,Station_24,05:22:41,05:50:16,5.5,35.5,Storm,-2.7,98.9,71.4,22.1,Festival,48446,40,0,0,3,Winter,1
T00215,2023-01-09,02:54:33,Metro,Route_17,Station_9,Station_49,21:51:43,21:26:46,10.1,16.6,Rain,-1.9,37.1,51.0,10.8,None,0,64,0,0,6,Summer,1
T00216,2023-01-09,20:10:03,Tram,Route_6,Station_48,Station_12,22:50:18,23:04:18,-0.3,0.5,Cloudy,16.4,74.6,54.8,0.1,Concert,11612,53,0,0,1,Autumn,0
T00217,2023-01-10,00:32:05,Bus,Route_12,Station_25,Station_45,10:13:21,10:36:28,4.0,27.2,Storm,30.2,28.4,10.1,9.3,Concert,49385,56,0,0,0,Winter,1
T00218,2023-01-10,15:54:11,Bus,Route_11,Station_44,Station_24,06:44:32,06:17:20,11.5,27.5,Rain,-0.1,78.4,1.7,13.9,Protest,31550,48,0,0,2,Summer,1
T00219,2023-01-10,04:04:38,Tram,Route_14,Station_15,Station_47,06:35:53,06:38:31,13.7,44.5,Snow,33.9,55.2,47.0,24.4,Parade,19741,44,0,0,0,Winter,1
T00220,2023-01-10,14:04:43,Train,Route_17,Station_18,Station_43,21:47:50,21:41:37,6.8,37.4,Storm,1.2,47.3,13.5,20.4,Festival,31669,81,0,0,2,Autumn,1
T00221,2023-01-10,05:55:15,Bus,Route_7,Station_18,Station_42,20:17:05,20:13:06,4.2,39.5,Clear,26.3,60.4,55.1,0.4,None,0,16,0,0,5,Summer,1
T00222,2023-01-10,17:25:07,Tram,Route_4,Station_19,Station_11,22:32:49,22:33:59,15.5,35.7,Rain,31.1,85.5,48.3,33.8,Concert,32322,46,0,1,6,Spring,1
T00223,2023-01-10,13:56:36,Metro,Route_9,Station_22,Station_40,15:13:16,15:13:37,1.6,3.2,Cloudy,-3.0,87.1,26.1,0.6,Sports,29426,97,0,0,3,Spring,0
T00224,2023-01-10,15:15:37,Bus,Route_13,Station_15,Station_19,22:13:29,23:44:49,9.6,44.4,Snow,33.2,48.2,34.9,13.1,Sports,41094,81,0,0,1,Autumn,1
T00225,2023-01-10,23:38:02,Metro,Route_16,Station_41,Station_46,15:16:02,15:36:43,13.0,13.1,Snow,32.9,70.6,66.3,6.4,None,0,21,0,0,2,Spring,1
T00226,2023-01-10,10:39:05,Tram,Route_16,Station_17,Station_50,21:59:07,21:31:47,9.6,48.5,Snow,1.6,45.8,54.4,12.1,None,0,57,0,0,2,Winter,1
T00227,2023-01-10,18:26:42,Train,Route_7,Station_23,Station_31,22:33:42,22:36:53,15.4,43.4,Rain,4.4,56.1,24.8,19.6,None,0,23,0,1,0,Summer,1
T00228,2023-01-10,19:37:36,Metro,Route_19,Station_44,Station_46,16:40:11,16:34:45,15.8,50.3,Rain,33.7,72.5,40.1,11.2,Concert,7577,94,0,1,5,Summer,1
T00229,2023-01-10,07:33:20,Metro,Route_2,Station_22,Station_27,11:30:08,11:17:53,0.2,2.9,Clear,38.5,40.5,36.3,0.7,None,0,14,0,1,5,Summer,0
T00230,2023-01-10,07:59:16,Bus,Route_3,Station_1,Station_2,10:29:37,11:38:50,-1.6,1.7,Cloudy,16.8,46.0,3.9,1.4,None,0,69,0,1,2,Spring,0
T00231,2023-01-10,16:13:42,Tram,Route_1,Station_1,Station_44,12:20:23,12:04:16,2.9,-0.4,Clear,0.7,33.3,28.7,0.9,Concert,36188,56,0,0,3,Spring,0
T00232,2023-01-10,22:45:20,Train,Route_19,Station_22,Station_27,11:36:24,11:38:58,6.9,21.0,Snow,7.6,68.1,9.8,20.3,Parade,45633,46,0,0,3,Winter,1
T00233,2023-01-10,00:15:16,Bus,Route_4,Station_33,Station_3,11:42:37,11:45:32,12.4,17.2,Rain,10.2,87.6,13.6,30.1,None,0,15,1,0,3,Autumn,1
T00234,2023-01-10,02:25:08,Train,Route_13,Station_48,Station_4,20:57:02,21:27:02,2.3,43.9,Rain,23.4,93.4,27.0,13.4,None,0,52,0,0,5,Winter,1
T00235,2023-01-10,04:42:41,Tram,Route_17,Station_7,Station_37,19:20:44,19:37:47,2.6,2.7,Clear,27.5,95.4,79.7,0.8,None,0,33,0,0,4,Spring,0
T00236,2023-01-10,15:19:29,Metro,Route_16,Station_28,Station_47,08:06:40,08:39:56,12.2,27.9,Rain,22.3,82.4,47.6,31.9,None,0,72,0,0,0,Winter,1
T00237,2023-01-10,10:20:59,Metro,Route_19,Station_15,Station_35,15:22:55,15:20:52,14.4,18.7,Cloudy,35.1,57.8,24.8,1.3,Parade,30107,97,0,0,1,Winter,1
T00238,2023-01-10,12:48:59,Tram,Route_2,Station_23,Station_23,06:57:00,06:20:00,16.8,25.8,Storm,-4.5,85.0,13.1,24.0,Protest,16771,83,0,0,6,Winter,1
T00239,2023-01-10,07:04:00,Tram,Route_9,Station_23,Station_16,14:10:26,14:55:18,3.5,50.9,Snow,12.5,40.5,30.5,29.8,None,0,99,0,1,2,Spring,1
T00240,2023-01-10,10:29:39,Metro,Route_11,Station_16,Station_21,07:30:21,07:38:44,1.2,-1.0,Fog,8.1,60.9,22.0,0.3,None,0,37,0,0,3,Autumn,0
T00241,2023-01-11,18:36:06,Bus,Route_14,Station_1,Station_17,12:21:41,13:51:42,15.7,45.8,Snow,28.8,93.5,69.9,16.6,Concert,7672,84,0,1,5,Winter,1
T00242,2023-01-11,10:04:34,Metro,Route_13,Station_4,Station_14,21:57:06,21:13:09,1.3,0.8,Clear,25.6,66.2,42.1,0.6,Sports,25037,27,0,0,5,Autumn,0
T00243,2023-01-11,09:13:32,Bus,Route_12,Station_27,Station_7,21:11:58,22:52:26,10.0,21.5,Clear,35.1,68.9,74.8,1.4,Festival,10230,87,0,1,3,Summer,1
T00244,2023-01-11,01:16:08,Metro,Route_7,Station_12,Station_29,13:22:19,14:49:55,14.5,12.8,Rain,9.1,69.7,26.0,10.6,Parade,48997,34,0,0,6,Autumn,1
T00245,2023-01-11,09:59:22,Metro,Route_3,Station_17,Station_11,19:10:29,19:27:18,4.5,34.5,Rain,33.5,84.3,10.3,28.2,None,0,83,0,1,4,Summer,1
T00246,2023-01-11,18:56:04,Bus,Route_9,Station_5,Station_8,21:34:11,21:13:08,0.8,-0.1,Clear,19.2,26.7,68.2,1.3,Protest,26692,47,0,1,6,Autumn,0
T00247,2023-01-11,03:56:15,Train,Route_6,Station_3,Station_14,21:48:01,21:08:47,3.2,18.1,Clear,1.9,49.9,51.1,0.2,None,0,44,0,0,3,Summer,1
T00248,2023-01-11,08:23:18,Tram,Route_12,Station_7,Station_40,15:28:51,15:14:37,-0.8,2.3,Fog,32.3,94.9,55.3,0.1,None,0,19,0,1,1,Autumn,0
T00249,2023-01-11,06:10:28,Train,Route_16,Station_19,Station_29,12:39:29,12:16:57,13.4,24.1,Clear,5.5,97.2,12.4,0.9,Parade,25973,21,0,0,0,Winter,1
T00250,2023-01-11,11:53:34,Bus,Route_12,Station_9,Station_25,12:37:36,12:24:06,3.3,36.0,Cloudy,29.2,64.7,25.1,0.1,None,0,100,0,0,3,Autumn,1
T00251,2023-01-11,19:45:19,Bus,Route_12,Station_12,Station_30,05:44:27,05:08:06,3.5,32.1,Cloudy,19.2,44.0,4.7,0.9,None,0,81,1,1,6,Winter,1
T00252,2023-01-11,20:39:51,Tram,Route_1,Station_16,Station_29,09:46:25,10:10:45,8.3,38.0,Storm,18.2,88.1,21.8,24.0,Concert,1313,40,0,0,2,Winter,1
T00253,2023-01-11,09:41:33,Bus,Route_13,Station_15,Station_25,08:30:53,09:35:37,-0.9,0.7,Cloudy,19.1,91.3,53.8,1.4,Concert,1276,56,0,1,5,Summer,0
T00254,2023-01-11,13:00:42,Tram,Route_9,Station_1,Station_43,11:15:16,12:45:59,5.0,28.6,Clear,38.9,43.8,64.6,0.7,Sports,18127,99,0,0,3,Spring,1
T00255,2023-01-11,19:52:35,Metro,Route_3,Station_6,Station_37,19:46:23,20:56:34,4.5,41.0,Clear,21.3,78.7,74.9,0.9,None,0,83,0,1,5,Winter,1
T00256,2023-01-11,20:19:59,Bus,Route_5,Station_48,Station_10,10:38:21,10:51:41,9.8,21.5,Clear,-3.0,96.1,27.7,0.9,None,0,78,0,0,5,Autumn,1
T00257,2023-01-11,14:42:06,Metro,Route_16,Station_34,Station_41,18:30:43,18:04:42,8.9,20.8,Rain,38.0,54.6,20.8,11.9,Protest,28898,84,0,0,4,Summer,1
T00258,2023-01-11,03:56:08,Bus,Route_19,Station_7,Station_9,10:25:19,11:55:58,-0.4,1.3,Cloudy,7.7,26.5,68.1,1.2,None,0,22,0,0,2,Spring,0
T00259,2023-01-11,09:16:07,Bus,Route_11,Station_15,Station_4,10:02:59,10:06:21,13.8,36.2,Clear,16.2,86.7,28.8,1.2,None,0,63,0,1,2,Spring,1
T00260,2023-01-11,06:56:06,Metro,Route_20,Station_20,Station_22,07:56:14,08:39:18,12.2,19.4,Storm,32.0,73.9,32.8,21.4,Protest,42403,29,0,0,3,Summer,1
T00261,2023-01-11,16:47:35,Train,Route_4,Station_46,Station_20,12:48:59,12:35:59,4.1,17.7,Rain,-1.2,80.7,17.4,24.7,None,0,53,0,0,5,Spring,1
T00262,2023-01-11,05:09:17,Bus,Route_6,Station_44,Station_40,07:57:59,08:21:14,6.6,31.1,Clear,5.5,72.8,4.2,0.6,None,0,52,1,0,4,Summer,1
T00263,2023-01-11,00:18:38,Tram,Route_19,Station_39,Station_35,17:32:06,18:16:01,2.7,-1.2,Clear,34.5,53.6,15.4,0.6,Parade,14843,18,0,0,1,Winter,0
T00264,2023-01-11,21:13:45,Train,Route_4,Station_6,Station_3,14:26:27,14:00:44,9.0,47.1,Snow,0.3,97.2,14.7,9.6,Protest,11433,74,0,0,1,Spring,1
T00265,2023-01-12,02:21:13,Train,Route_14,Station_25,Station_25,08:49:17,08:04:11,14.5,21.9,Rain,18.3,69.8,59.4,14.0,Festival,8067,45,0,0,2,Winter,1
T00266,2023-01-12,18:43:40,Metro,Route_5,Station_25,Station_40,17:36:25,18:43:28,4.3,46.7,Storm,3.4,62.0,51.1,12.5,None,0,65,1,1,4,Spring,1
T00267,2023-01-12,22:54:16,Tram,Route_7,Station_32,Station_37,20:37:01,20:27:47,-0.8,-1.2,Clear,10.9,64.5,5.2,0.3,None,0,35,0,0,5,Spring,0
T00268,2023-01-12,20:32:31,Tram,Route_10,Station_43,Station_26,05:10:32,05:44:58,14.3,33.0,Rain,30.6,81.1,1.3,33.6,Concert,23992,64,0,0,1,Summer,1
T00269,2023-01-12,11:16:57,Metro,Route_8,Station_17,Station_31,08:10:59,09:56:10,9.9,27.3,Clear,38.2,68.7,37.8,1.4,Protest,39904,72,0,0,5,Autumn,1
T00270,2023-01-12,13:58:54,Metro,Route_18,Station_28,Station_29,11:19:56,12:08:58,-0.7,2.8,Cloudy,20.8,25.9,45.4,0.9,Concert,5961,74,0,0,4,Summer,0
T00271,2023-01-12,17:03:05,Tram,Route_20,Station_14,Station_12,09:38:44,09:12:52,10.3,48.6,Rain,11.3,42.2,53.7,17.1,Festival,18899,60,0,1,1,Autumn,1
T00272,2023-01-12,05:40:27,Bus,Route_11,Station_11,Station_29,10:33:12,10:37:33,15.8,37.9,Rain,-1.4,61.1,24.2,21.4,None,0,43,0,0,1,Spring,1
T00273,2023-01-12,10:53:17,Bus,Route_11,Station_16,Station_34,22:36:48,22:45:58,10.9,42.0,Clear,13.1,33.2,45.0,0.1,None,0,48,0,0,1,Spring,1
T00274,2023-01-12,09:02:00,Train,Route_2,Station_37,Station_3,15:08:08,15:19:31,3.2,18.0,Clear,31.6,88.5,48.4,1.5,Concert,1472,66,0,1,5,Summer,1
T00275,2023-01-12,06:21:49,Tram,Route_5,Station_22,Station_35,08:42:21,09:19:11,6.8,30.1,Rain,29.1,82.1,2.5,14.9,Concert,17025,59,0,0,1,Winter,1
T00276,2023-01-12,13:08:40,Tram,Route_1,Station_35,Station_13,17:50:03,18:52:56,8.2,35.2,Clear,11.0,80.5,79.3,0.3,None,0,95,0,0,1,Spring,1
T00277,2023-01-12,10:16:10,Tram,Route_18,Station_35,Station_1,20:05:19,20:59:40,2.3,29.8,Cloudy,2.6,57.4,75.6,1.5,Sports,47642,37,0,0,2,Autumn,1
T00278,2023-01-12,00:47:28,Train,Route_5,Station_19,Station_38,18:50:49,19:10:21,3.4,9.8,Clear,19.5,43.2,30.1,0.2,Protest,39477,10,0,0,4,Spring,1
T00279,2023-01-12,02:35:45,Bus,Route_7,Station_48,Station_20,18:09:51,18:25:45,6.1,14.2,Clear,32.4,87.0,47.5,1.0,Concert,43669,64,0,0,3,Autumn,1
T00280,2023-01-12,15:27:35,Bus,Route_17,Station_3,Station_21,14:22:29,14:29:47,12.8,45.7,Snow,20.3,48.2,30.4,34.8,Festival,35936,74,1,0,4,Summer,1
T00281,2023-01-12,13:00:07,Tram,Route_15,Station_45,Station_32,14:25:10,14:32:44,3.6,28.9,Clear,19.4,64.7,67.1,1.5,Protest,33372,54,0,0,2,Winter,1
T00282,2023-01-12,20:04:56,Tram,Route_13,Station_1,Station_29,10:29:00,11:31:04,8.1,20.9,Fog,26.8,43.4,7.2,1.3,None,0,38,0,0,2,Spring,1
T00283,2023-01-12,01:44:57,Metro,Route_1,Station_20,Station_32,05:42:09,06:54:32,9.6,23.6,Rain,0.8,98.6,14.0,34.7,None,0,82,0,0,4,Spring,1
T00284,2023-01-12,07:09:34,Tram,Route_12,Station_42,Station_48,21:12:56,21:49:32,8.5,50.5,Clear,22.8,76.6,58.1,0.7,Concert,21420,91,0,1,4,Autumn,1
